cumulative_pod_deposit_amt,cumulative_num_pods,age_of_account,num_friends,num_pods_created,network_size,num_peer_review_positive,num_peer_review_negative,reputation_score
7066,25,11,27,3,65,48,10,5
3670,10,7,10,4,29,26,18,7
3324,14,13,19,3,49,48,10,10
6260,24,7,14,0,64,51,6,8
6770,22,11,7,7,45,30,9,2
205,0,4,3,4,5,12,1,7
110,2,9,5,6,9,7,1,7
761,3,9,11,0,12,25,5,6
4,0,2,1,0,3,0,2,6
50,3,8,12,3,13,9,1,3
1380,4,6,10,0,18,15,8,7
3661,24,10,11,3,50,24,9,1
472,7,7,3,3,25,12,1,8
1,0,4,1,0,4,0,1,4
3951,21,11,11,6,50,29,11,6
4262,11,6,8,2,34,29,1,6
2320,8,7,8,2,17,37,2,8
32,1,3,4,1,11,4,1,8
438,3,9,13,2,13,35,2,2
493,1,4,2,4,3,4,1,4
719,7,4,3,6,23,15,2,4
297,4,7,5,6,16,20,3,2
24,0,6,6,1,3,6,2,7
7558,20,12,9,3,49,46,5,7
7196,22,10,23,3,48,53,7,6
2400,13,13,25,5,40,46,1,3
7,1,3,3,6,2,0,1,4
1009,6,8,19,0,21,22,4,9
653,4,9,10,6,19,18,2,6
1416,2,6,6,0,17,13,7,7
1046,7,7,3,2,24,7,5,8
2729,12,8,17,1,28,42,2,7
2880,7,4,2,4,23,18,4,9
5218,7,8,2,2,31,27,5,5
973,3,6,7,4,11,22,4,6
372,1,4,3,4,5,8,1,9
292,7,10,11,0,21,12,11,9
3159,11,7,14,0,31,23,4,8
10008,21,6,10,1,46,40,19,5
299,2,6,5,1,13,7,6,4
290,2,8,7,2,14,19,1,2
423,1,10,10,4,13,20,4,6
2,0,2,3,4,0,0,1,6
12,4,6,11,2,19,8,2,2
1483,6,4,4,1,27,18,7,5
13424,26,11,14,6,59,56,10,7
2766,14,10,11,1,41,28,10,3
4187,8,7,2,5,28,25,1,4
855,10,9,12,3,29,18,1,6
225,2,8,5,2,5,3,2,6
127,3,4,7,0,11,7,8,6
11606,21,10,11,3,52,39,8,7
0,0,3,6,0,2,1,1,7
38,5,7,5,0,17,5,3,6
6660,20,8,14,2,44,51,1,7
1,1,4,3,4,3,2,1,4
607,1,7,11,5,10,8,1,4
3195,10,7,6,1,38,40,2,7
29,1,5,3,4,3,2,2,7
29,1,9,4,1,4,8,1,8
1685,14,8,10,1,32,18,4,4
7355,9,10,9,5,32,38,19,6
52,1,6,5,0,2,7,2,8
2714,7,8,9,3,23,31,4,2
1129,13,8,5,2,33,18,8,6
163,2,6,4,0,4,5,5,8
10245,24,11,19,8,65,57,12,7
4500,14,8,10,0,45,33,7,7
6967,18,7,12,5,48,48,21,3
4334,12,9,12,0,32,23,2,4
101,8,7,5,0,20,7,1,7
7,0,1,1,1,5,1,1,4
674,1,9,12,5,8,11,3,7
9421,21,9,6,3,54,40,7,6
1651,9,9,10,2,23,21,11,6
2559,13,8,8,6,36,39,1,7
2681,10,7,4,2,34,25,12,6
21,2,4,16,4,4,4,1,6
11965,21,6,3,2,48,30,7,7
846,6,10,6,2,21,13,7,6
10,0,7,3,0,3,8,1,8
111,2,5,2,0,14,7,2,10
1322,3,5,10,4,9,10,1,5
16,2,7,3,0,14,4,2,4
13132,28,13,18,8,68,59,8,2
87,2,7,3,0,9,5,1,4
486,6,8,8,7,23,27,1,7
2591,10,7,6,5,31,16,12,3
2071,12,8,6,5,30,15,2,6
255,5,4,1,4,15,4,1,8
1041,11,10,13,0,39,35,7,4
90,4,7,5,2,14,3,21,6
2232,9,6,5,1,22,26,1,4
1169,3,7,5,4,16,19,18,6
181,2,5,6,0,9,8,3,5
12296,27,14,11,3,66,55,16,3
1722,19,11,14,6,47,43,2,8
1037,1,9,9,6,11,22,3,8
4415,17,10,23,3,38,31,10,4
2669,6,11,7,2,33,39,11,3
2248,12,8,11,1,23,10,3,7
379,2,8,6,5,10,6,9,6
646,4,4,4,4,25,14,3,1
20,1,5,1,6,11,7,2,3
3259,12,5,4,2,32,19,3,8
4254,11,7,8,0,31,20,4,4
0,0,6,5,0,2,1,4,8
4548,18,12,18,7,47,42,8,8
9310,25,13,9,3,64,44,18,7
375,2,3,6,4,13,14,1,7
8786,16,7,22,6,49,42,4,2
197,4,9,4,2,23,16,3,8
591,1,7,4,0,8,14,2,8
9,1,8,5,4,9,4,2,5
12310,22,13,14,8,53,57,13,7
42,2,8,6,3,12,27,1,9
46,1,3,1,4,4,4,1,3
1364,5,7,6,4,26,15,3,6
4704,21,13,17,3,53,45,11,6
1721,1,10,7,4,10,30,12,4
2123,9,6,4,6,28,16,8,6
103,1,5,1,0,10,2,4,6
13679,28,15,30,7,67,59,15,8
4970,11,8,17,2,37,36,20,7
3390,10,9,9,1,25,43,5,2
364,7,6,3,3,21,14,5,6
5814,19,10,6,3,44,29,2,8
1848,5,5,2,2,21,11,1,4
9988,28,12,12,3,67,46,1,6
310,3,6,7,4,20,17,13,9
8184,22,11,21,2,57,43,30,6
9334,27,8,23,7,54,41,16,6
220,2,4,5,2,7,3,3,5
384,4,5,8,1,23,16,6,8
13170,29,13,30,3,67,56,18,5
3,0,3,2,2,2,6,1,6
11,1,5,2,1,7,1,1,8
76,2,8,6,0,4,5,1,8
4326,16,12,12,2,46,43,7,3
16,0,3,4,1,3,5,2,6
7034,16,10,11,0,40,41,13,1
13294,29,13,11,5,68,55,28,6
6468,21,7,4,2,49,41,1,4
373,9,10,12,7,24,10,15,8
3686,15,7,7,0,41,37,1,7
10824,26,12,9,2,60,52,8,4
44,0,4,1,1,4,3,1,6
155,4,12,6,7,10,7,4,6
132,1,8,3,1,9,9,11,6
638,7,7,12,6,14,12,1,4
7482,21,6,7,0,51,43,2,6
2028,9,12,11,0,34,31,19,3
0,0,2,3,1,0,0,1,4
496,1,3,3,1,9,11,2,4
24,1,4,4,0,8,1,4,1
5763,20,8,9,5,36,29,5,3
321,2,4,2,4,10,6,4,7
4,0,5,2,5,2,1,1,3
2220,8,8,7,7,30,36,5,3
920,5,9,18,3,8,24,1,6
229,2,12,16,5,19,23,4,6
983,4,12,5,2,21,30,4,9
5560,7,6,12,3,11,27,1,5
2278,5,9,11,5,16,40,1,6
3,0,2,1,1,10,1,1,1
2808,10,7,10,2,37,26,4,1
7660,22,11,13,0,50,53,9,5
484,6,11,8,1,25,20,28,6
1611,4,10,6,2,13,27,1,7
1367,15,10,7,1,47,23,5,1
5454,20,8,14,0,54,43,8,5
854,6,7,5,2,26,19,2,8
948,7,3,3,5,21,12,1,4
281,2,5,5,1,14,9,1,4
1928,12,9,8,2,33,28,14,6
1339,4,7,5,1,21,42,1,4
1125,5,6,3,1,25,11,2,6
613,2,3,3,6,13,11,3,4
792,4,8,6,0,21,19,21,6
8260,25,13,12,0,64,51,23,9
64,4,6,10,0,19,10,2,5
899,7,8,7,7,24,13,25,3
8783,22,14,14,3,60,51,22,7
1365,9,10,14,0,27,33,1,6
347,2,5,4,1,19,10,9,8
824,1,6,6,10,3,8,8,9
7928,21,10,14,2,51,51,17,5
1028,10,9,13,2,28,32,2,8
4711,14,10,8,3,41,46,9,9
3190,9,9,10,2,29,30,5,7
2201,9,6,4,1,35,33,1,9
2890,10,7,9,1,22,25,2,7
1497,4,8,14,2,13,37,1,7
141,2,5,2,2,9,9,1,8
92,1,2,3,4,4,1,2,8
113,2,6,3,5,6,2,1,4
713,8,10,11,2,28,12,14,8
390,3,9,7,1,12,11,8,7
273,4,9,8,0,24,7,10,5
2146,13,11,14,2,41,39,1,5
10394,24,12,23,2,61,57,4,6
224,2,8,9,8,10,6,6,4
1952,7,7,3,2,25,14,14,7
6,0,4,3,0,5,2,1,4
83,0,7,5,6,3,4,1,6
4389,10,9,6,2,29,32,3,10
275,3,10,6,5,10,7,21,4
2879,4,10,4,1,22,40,5,6
778,10,10,15,0,36,24,4,6
8380,20,12,25,7,53,55,5,8
1804,4,8,8,7,22,14,3,8
3590,13,8,9,2,39,26,4,5
6344,13,6,7,0,41,18,13,6
8,1,6,5,0,3,5,1,6
734,6,8,9,2,21,10,15,4
2043,15,9,12,5,35,26,1,2
458,13,9,12,0,33,10,4,3
5366,27,11,16,3,64,37,6,8
14057,26,9,4,1,64,54,30,7
635,7,9,17,5,22,26,4,8
470,3,11,14,2,17,10,26,6
931,4,7,13,2,28,32,2,1
925,14,8,16,4,43,32,2,4
66,0,4,1,3,4,0,7,8
67,0,5,1,10,1,1,1,5
6475,14,6,4,8,34,31,3,6
2302,11,9,12,5,31,40,2,8
4426,15,11,15,3,42,23,12,5
3541,10,10,5,8,40,48,17,7
1,0,4,2,4,2,0,1,6
95,9,8,8,1,17,4,3,7
741,4,8,9,2,10,25,3,6
1506,8,9,6,0,24,14,4,9
523,4,5,5,1,18,13,2,5
10062,24,9,7,0,58,47,4,4
26,1,5,2,5,3,1,7,5
2023,10,5,3,2,17,6,5,5
49,2,3,6,3,4,3,1,8
4552,20,9,18,8,48,40,5,9
3654,14,11,13,3,35,39,20,8
3077,17,12,17,0,40,32,9,3
3006,7,10,8,5,19,26,5,6
303,4,10,10,6,18,16,7,6
317,2,4,8,5,15,13,1,8
327,2,3,1,0,11,8,1,4
1396,6,7,4,0,28,28,5,1
238,2,7,6,1,9,8,3,7
1239,6,12,13,7,24,26,19,6
2461,5,8,8,0,16,34,5,8
2666,10,9,11,0,35,30,21,6
4131,14,12,19,3,38,42,2,4
4681,15,10,12,2,48,39,12,6
145,2,9,6,6,8,20,2,8
403,3,6,6,6,12,17,1,9
28,0,7,5,1,4,3,6,5
2664,15,8,3,2,48,34,2,3
2423,8,6,5,6,23,20,1,9
122,1,4,1,4,7,5,3,6
29,2,5,0,1,8,2,1,3
6032,10,6,8,0,28,19,7,5
3305,8,8,4,4,37,36,2,4
8793,21,7,10,7,52,26,3,4
21,2,4,1,6,6,1,3,7
2113,9,10,5,2,24,33,4,8
3369,8,10,6,4,27,26,4,4
4,1,5,5,0,6,2,4,9
10279,20,8,10,2,54,39,18,6
6,0,4,4,6,0,1,2,9
6,2,5,2,0,12,1,1,6
101,2,5,5,4,8,11,1,8
25,1,7,4,1,6,8,1,3
360,3,9,8,0,16,13,8,3
2821,13,10,18,3,29,41,4,1
1732,7,6,10,4,15,18,1,8
577,4,3,6,5,16,15,1,3
472,9,6,5,6,20,11,5,7
1570,9,13,17,2,40,26,5,4
1142,7,6,9,6,26,26,2,6
536,6,13,2,3,17,18,4,5
12705,25,13,16,5,66,49,28,6
8114,23,6,12,1,59,43,21,8
427,11,9,8,6,34,14,14,6
257,3,7,2,0,12,4,17,7
2004,13,9,6,8,29,18,2,4
1253,6,8,5,2,19,18,1,10
172,3,6,7,5,15,8,1,8
633,6,5,3,8,30,21,1,4
1023,4,6,3,1,7,18,1,7
339,1,6,3,3,8,13,4,9
445,6,5,8,1,17,7,16,5
6895,21,11,19,4,56,42,14,6
11839,20,11,12,6,57,59,11,1
2206,5,6,11,1,17,16,2,7
0,0,1,1,1,0,0,1,5
3166,12,7,15,4,35,40,5,7
4212,19,6,9,0,43,29,3,5
382,7,9,8,0,30,36,1,4
637,14,9,9,0,32,16,11,6
15000,30,15,20,3,68,60,17,5
13430,28,11,30,0,64,60,9,6
2,0,5,5,0,1,0,4,2
785,4,5,11,4,6,8,3,2
7831,21,12,17,7,56,46,11,9
560,9,7,5,0,30,17,1,8
967,3,3,4,3,10,11,1,1
46,2,7,6,6,7,3,2,3
85,1,8,8,5,5,9,11,2
5592,15,9,6,2,34,39,2,4
65,1,6,5,1,5,6,5,2
8009,28,9,8,1,68,46,5,4
2124,11,5,6,0,41,13,2,6
3012,11,5,8,0,25,19,4,1
4007,8,6,2,4,36,24,17,6
357,6,5,2,1,19,3,4,5
1446,3,9,8,7,12,21,2,4
1302,6,10,11,6,23,19,6,1
2125,11,6,8,0,33,25,8,4
7,0,2,2,6,1,1,1,4
1,0,4,0,4,2,0,1,8
15000,27,12,25,3,62,55,25,3
176,4,9,14,3,12,13,2,4
201,7,6,3,5,23,6,1,9
5272,15,11,11,0,42,49,5,6
5252,18,9,16,0,47,41,2,7
3425,17,11,5,3,36,24,16,8
20,1,5,3,0,2,2,2,1
8110,21,11,14,2,56,46,23,6
14745,28,14,19,1,68,53,30,6
570,5,8,7,5,12,8,5,7
1,0,6,8,0,2,6,1,4
503,8,7,2,5,27,17,2,4
3394,10,12,10,3,25,35,8,2
28,4,4,7,7,26,5,1,3
41,0,4,4,1,2,2,1,7
1872,13,11,10,0,33,36,14,6
10676,28,12,21,5,67,58,11,8
10,2,8,6,0,8,5,1,4
4264,18,10,12,7,35,40,4,7
257,3,9,14,3,10,19,3,7
9673,25,11,10,7,65,48,17,4
4,1,7,8,0,4,1,1,10
475,4,7,9,0,6,9,5,2
2638,14,11,6,6,43,35,15,6
803,5,8,9,3,16,12,5,7
347,2,2,0,1,10,1,1,5
1015,6,9,14,0,32,31,10,7
2999,11,10,9,1,35,36,18,3
684,4,7,11,5,18,21,2,7
1312,7,7,10,4,24,27,1,6
5481,22,6,11,0,64,39,4,3
3093,15,7,10,3,36,17,7,4
55,1,4,2,3,7,3,1,6
6361,17,5,13,3,43,27,13,6
133,8,6,9,8,23,6,1,8
3,0,4,2,7,1,0,1,8
61,0,6,3,1,3,16,4,7
611,6,3,1,2,17,7,1,1
5,0,3,1,2,2,2,1,5
1014,5,5,8,0,13,15,1,8
1,0,7,0,3,2,1,1,9
3535,6,5,8,2,37,36,1,4
10,2,5,11,2,7,2,1,9
33,1,7,4,3,6,5,1,6
6,0,6,3,0,1,1,1,8
111,1,6,6,1,7,6,2,6
2977,9,12,8,7,27,27,2,6
12,1,5,6,4,2,9,1,6
1099,5,9,3,0,21,8,9,9
169,5,7,13,2,19,24,8,8
24,2,6,5,1,9,4,1,7
2708,10,9,6,3,36,23,13,6
3093,15,12,6,4,41,21,27,9
5818,19,11,8,2,50,45,5,9
3702,13,7,14,5,32,20,11,5
3950,13,7,8,2,41,31,10,6
484,1,5,3,1,12,8,2,6
2218,6,8,13,6,17,39,2,8
3641,5,9,11,8,18,36,12,4
1097,11,11,6,2,40,31,8,8
2162,14,9,7,0,40,11,9,3
3059,8,5,19,2,28,36,3,9
450,4,5,10,2,12,11,4,1
624,7,12,4,0,26,24,1,6
15000,30,13,25,3,68,59,27,6
7895,12,11,13,0,31,46,22,8
1549,9,9,7,3,29,31,2,7
2,1,5,1,1,4,3,1,1
25,1,6,5,0,8,8,6,6
3201,12,14,18,2,41,47,6,8
104,6,8,6,3,18,5,1,6
3036,15,11,13,2,43,22,10,3
8678,16,15,12,8,49,47,26,5
309,1,5,3,0,22,11,10,6
3685,9,10,9,6,35,20,25,6
613,2,3,5,0,11,16,1,1
3311,5,5,4,2,24,36,4,7
7802,23,9,8,5,51,25,21,7
536,12,9,5,1,33,14,4,5
3,0,6,4,0,2,4,1,4
887,14,10,13,5,35,37,1,3
2789,14,9,13,0,40,30,2,6
468,3,8,12,1,9,9,13,9
54,3,4,4,0,7,6,1,4
171,2,4,6,2,13,7,2,6
9215,27,9,12,2,62,46,10,1
251,3,6,12,1,14,11,1,7
366,2,5,7,0,17,18,1,8
7327,14,7,7,6,44,48,6,3
39,1,3,1,1,8,2,1,4
552,3,7,3,3,18,11,1,7
151,1,3,4,0,4,4,6,10
2270,14,11,6,2,41,26,2,8
60,4,8,4,5,10,3,3,8
5099,10,12,5,2,30,30,3,10
921,12,4,14,4,27,16,6,6
4783,21,13,18,2,46,32,16,5
1241,8,10,7,5,26,21,10,8
1185,5,3,8,0,20,6,2,7
567,2,5,3,0,14,1,20,6
572,3,6,2,1,15,7,3,7
5767,14,8,8,0,40,27,23,8
1739,12,10,18,3,34,26,1,2
24,0,5,6,2,3,2,2,8
730,11,8,8,4,38,14,2,8
2668,8,6,1,0,36,26,3,8
2236,8,7,9,3,25,25,11,8
4996,15,9,10,1,43,42,3,9
55,14,6,2,1,29,6,1,1
4037,17,8,8,0,39,25,5,7
13828,29,11,18,5,68,60,15,9
4067,8,6,6,2,25,36,2,1
65,1,4,1,6,6,6,2,7
797,8,7,11,3,29,26,1,8
0,0,3,2,4,1,0,2,8
7992,16,12,13,2,50,51,5,8
289,7,9,6,5,17,24,2,6
62,4,6,5,6,19,13,1,7
6,2,4,2,4,5,1,1,6
38,1,6,3,2,4,8,1,6
540,2,3,2,1,7,5,1,4
463,4,4,6,6,17,12,1,2
33,1,8,13,0,8,10,1,1
1265,9,7,9,2,19,13,3,3
1166,19,11,20,6,40,24,4,4
7385,6,5,8,0,25,45,2,9
729,1,10,4,2,11,14,15,4
3817,7,6,11,1,26,20,3,7
1150,3,8,3,5,9,15,1,1
3939,11,12,8,2,37,29,11,7
9325,18,8,6,0,51,42,4,8
86,6,9,14,8,24,14,2,4
7364,24,14,13,7,60,45,20,4
2726,12,7,6,0,46,38,7,9
1689,13,5,6,1,33,27,1,8
7792,17,8,11,3,44,36,8,6
306,3,6,10,4,12,8,2,6
2899,13,9,10,3,44,20,13,7
3782,6,9,14,0,26,38,7,9
178,3,9,1,7,17,12,1,8
22,0,3,2,1,1,2,1,7
106,6,7,7,2,22,14,1,3
1523,11,10,10,5,36,18,18,6
2084,10,4,6,0,36,11,9,6
387,10,8,10,3,29,20,2,4
118,0,5,2,0,5,3,1,8
4263,18,8,8,6,46,23,7,1
3247,7,11,18,3,23,49,2,5
8035,14,5,2,1,51,31,20,7
136,2,6,8,1,19,4,7,8
765,6,4,2,4,25,25,1,8
1339,2,7,4,4,9,8,11,8
8,0,4,2,0,1,1,1,8
11261,23,14,30,3,61,58,25,9
1228,10,9,5,3,26,11,4,6
337,5,9,14,6,16,15,4,7
3056,17,11,10,3,46,30,8,4
195,5,6,7,1,17,12,2,8
8301,15,7,25,2,42,47,1,8
2904,4,9,13,2,22,25,6,9
72,1,9,6,0,9,11,9,7
12788,26,11,16,3,66,58,17,6
5092,19,10,8,7,46,49,3,9
1886,5,7,5,7,18,11,19,8
72,1,7,6,3,4,2,1,2
377,6,7,13,5,20,5,18,6
9562,19,14,7,0,47,47,16,6
3310,18,10,15,0,52,41,2,9
3722,17,8,9,5,32,23,2,2
5525,11,7,11,2,35,49,3,3
40,1,4,2,5,5,2,2,3
2182,9,8,5,0,32,15,10,8
78,1,3,1,0,4,0,2,6
265,1,6,6,2,11,29,1,5
1262,11,11,5,1,33,20,7,4
1443,7,8,8,3,31,13,4,4
0,0,2,2,1,0,0,1,6
6155,16,8,2,2,42,23,7,9
43,0,6,3,1,5,8,2,4
2653,7,7,7,8,25,22,2,9
215,2,7,6,5,9,10,4,5
1446,4,10,18,2,13,17,6,8
66,5,5,4,6,22,8,1,4
0,1,5,6,0,2,2,3,6
6978,22,5,9,6,53,30,4,8
268,1,5,3,4,4,7,1,4
150,3,6,5,5,10,3,1,5
139,2,6,7,1,14,18,1,8
9407,27,12,13,4,62,39,8,3
4,0,6,3,6,1,0,1,6
14605,28,12,12,3,68,58,22,7
15000,30,14,30,7,68,60,22,6
15000,30,12,19,7,68,54,14,4
63,0,4,3,1,4,4,1,4
0,0,5,2,1,1,0,8,2
1673,15,11,14,1,30,34,2,4
2799,4,6,19,0,13,29,3,9
1012,13,9,11,5,29,16,6,4
217,2,9,12,0,15,9,17,6
800,1,5,3,4,6,17,8,8
11108,23,9,13,5,59,52,19,6
1603,4,10,9,2,16,40,1,7
1196,7,6,4,1,23,8,6,6
7279,17,9,7,2,44,27,16,7
3553,12,9,13,10,41,28,1,4
1106,3,8,7,1,13,12,2,3
76,0,3,2,6,6,7,1,5
8023,20,11,15,3,50,45,29,10
1825,14,9,20,5,27,30,5,6
5,1,6,5,1,6,3,1,8
698,9,6,9,1,22,17,5,9
358,4,2,9,1,17,3,1,5
12955,28,10,15,3,66,47,15,8
4340,15,12,7,7,46,32,18,5
7028,14,10,7,2,48,41,21,8
4293,21,13,17,5,51,45,7,9
0,0,6,2,2,1,0,5,9
7121,25,12,13,3,58,49,5,4
537,17,9,5,0,40,22,2,9
16,1,7,3,0,11,7,2,3
1348,10,10,13,3,20,26,18,6
1235,9,11,9,0,36,14,23,5
1467,15,4,5,8,41,16,4,8
2218,7,6,3,1,18,5,5,3
4353,22,11,24,5,53,47,10,4
6630,23,8,9,5,57,20,11,6
171,2,5,3,0,13,5,2,4
1212,4,6,6,0,10,6,5,8
0,0,5,2,1,2,0,1,6
8262,17,13,12,3,30,41,16,6
2346,17,7,14,5,41,42,3,6
0,0,4,3,2,0,0,1,8
1051,8,11,6,2,25,13,3,1
46,1,4,5,1,5,5,1,7
205,4,4,8,0,15,8,5,6
653,11,5,7,2,22,6,8,6
6992,20,12,19,5,55,46,13,9
2789,12,8,17,6,27,30,9,7
43,1,7,8,4,5,5,1,10
573,1,4,3,2,8,4,1,3
129,4,6,8,6,17,13,1,7
10249,21,11,14,7,56,56,3,6
1,0,2,3,1,2,3,1,9
269,7,8,7,3,14,9,3,4
431,6,8,9,2,17,21,6,8
2258,11,13,13,7,32,37,13,5
1370,11,12,9,6,39,34,19,3
2394,14,6,6,7,31,29,1,8
5975,12,7,4,3,38,38,7,6
49,0,1,2,6,3,1,1,4
223,4,10,6,6,16,11,5,6
4519,17,10,15,5,35,32,10,2
8652,21,12,11,2,56,43,8,4
11,1,5,3,1,6,5,1,8
2854,15,9,9,1,37,36,6,4
7935,16,15,10,2,54,54,4,7
938,15,6,8,1,40,19,3,4
1901,16,13,16,7,33,26,14,4
1673,6,9,9,3,27,26,6,8
474,5,8,12,0,21,12,3,2
1591,9,8,5,6,26,24,20,6
340,4,4,1,0,11,5,1,8
8370,21,9,10,1,55,51,8,8
1058,9,6,4,6,24,11,6,8
806,2,5,6,4,9,3,2,6
58,1,5,5,6,8,18,2,4
390,1,4,2,1,12,16,14,6
376,0,5,3,1,4,9,9,9
586,1,8,5,1,8,9,4,3
44,0,2,3,4,2,5,1,5
510,5,5,1,0,18,6,1,3
5668,15,11,12,0,30,45,5,6
1242,10,9,14,3,37,19,2,7
6,1,3,2,1,4,0,6,6
1236,11,9,10,5,35,41,2,8
433,6,6,4,6,17,6,1,6
758,4,7,12,5,19,10,5,6
1038,2,8,3,3,20,18,2,5
617,4,3,2,1,11,7,1,4
7597,20,7,10,2,42,39,6,6
242,3,7,1,0,9,3,1,7
647,2,6,4,2,14,9,8,4
896,18,9,6,3,48,26,6,6
3146,9,6,12,2,26,35,8,6
7746,13,10,13,5,31,33,7,5
11353,24,9,10,6,64,49,11,6
10906,24,8,10,0,58,39,9,7
1429,7,7,3,1,21,9,1,3
5020,14,10,14,6,38,40,3,4
985,8,6,2,0,17,19,2,3
0,0,3,1,0,1,1,1,6
2188,2,5,8,0,7,13,1,6
107,3,6,5,1,12,6,2,2
10,1,5,11,2,4,0,2,7
20,2,4,1,4,8,5,1,3
711,5,5,2,1,15,12,2,7
977,5,5,10,0,13,19,4,8
924,6,6,7,0,13,8,1,9
1547,4,3,4,6,14,12,1,3
7507,13,10,6,5,32,47,14,5
2767,18,7,8,5,43,25,4,10
8,0,6,4,4,2,1,4,6
110,5,7,13,0,15,22,1,8
1306,5,7,4,2,14,9,16,7
5876,16,8,6,4,52,48,3,1
183,1,6,10,0,7,10,17,6
53,1,6,3,3,4,1,1,1
130,4,2,1,3,11,7,1,5
209,1,7,2,2,7,13,2,8
12,1,3,3,2,7,3,1,6
863,5,9,9,2,14,11,9,3
746,5,8,6,0,18,27,1,4
669,9,11,6,3,29,14,21,1
35,1,3,4,1,2,0,1,7
3346,18,9,9,3,48,28,3,8
4946,15,7,9,1,39,41,2,2
3502,20,9,16,2,45,41,1,8
7579,23,13,5,7,61,30,10,8
635,6,7,4,2,26,28,12,9
242,0,4,2,2,3,2,6,9
1468,10,5,10,2,27,15,3,7
524,6,8,1,2,19,8,7,6
194,4,3,3,1,10,6,1,3
638,4,8,2,0,23,40,1,10
296,2,4,3,1,14,4,2,3
5508,22,15,24,7,47,42,18,8
1853,10,11,14,7,36,33,3,6
7603,25,11,10,1,65,51,20,6
3751,12,9,11,0,34,34,5,5
2359,11,12,9,0,37,23,10,8
252,1,8,8,8,4,4,1,5
1876,3,8,5,3,18,15,21,6
330,2,5,5,2,9,2,6,7
0,0,1,0,1,1,0,1,4
1906,14,9,12,0,52,33,4,4
2675,3,3,1,1,18,31,3,5
986,5,10,15,4,35,28,23,8
2957,13,10,6,8,36,21,14,4
506,5,11,7,7,21,14,1,8
2387,9,9,16,3,33,23,4,8
667,6,8,4,3,26,27,1,4
14,1,2,2,1,3,0,1,8
67,0,4,11,1,2,4,4,3
6252,16,12,13,3,46,54,9,6
16,1,6,8,1,6,1,4,6
10831,28,11,16,0,62,58,14,6
3267,18,11,7,5,49,27,1,2
4335,7,6,3,4,31,19,23,8
1464,14,7,10,5,43,19,6,4
588,6,8,9,0,25,8,13,8
57,1,7,6,3,9,4,6,8
211,2,3,2,1,11,4,1,5
491,3,6,5,1,14,20,5,8
1421,9,10,8,7,40,44,7,6
8231,23,8,11,5,55,39,3,6
1087,9,5,10,1,31,27,2,6
1626,7,13,15,7,21,31,13,4
584,3,6,5,0,13,12,11,3
2225,13,9,19,3,38,32,17,6
42,1,7,7,0,4,5,5,9
10193,19,10,10,0,50,56,9,5
11481,24,12,14,3,66,46,27,7
4716,10,8,9,1,40,21,2,8
87,5,5,3,10,11,3,3,4
4993,10,6,7,1,26,35,9,8
26,2,7,7,6,9,14,1,1
3044,14,8,5,4,41,37,4,7
399,2,5,9,0,11,16,1,6
360,3,8,8,3,13,16,1,2
2927,10,8,11,7,32,39,3,1
12800,27,13,18,2,64,57,11,4
2537,8,6,1,3,33,29,1,3
5586,21,7,11,0,45,40,11,2
5174,16,9,13,3,45,20,1,4
202,7,9,9,5,25,21,3,8
13058,25,13,10,3,63,56,18,6
5928,17,9,5,4,48,57,2,3
7883,27,10,17,3,66,42,13,8
2542,15,14,8,3,42,22,16,3
1850,8,8,9,3,25,31,1,4
13,2,9,6,0,15,1,11,6
2439,9,9,7,0,26,44,1,3
329,1,4,4,0,4,20,1,8
121,0,4,1,4,5,4,1,3
6186,14,10,9,8,45,38,24,8
5735,16,8,13,0,33,49,4,6
400,2,6,2,2,10,7,4,8
1225,15,10,8,3,41,24,14,6
7935,24,8,8,0,54,38,22,8
1846,14,6,7,1,32,35,1,8
1629,13,6,10,2,32,19,2,8
10525,28,15,16,7,64,58,10,6
747,10,10,11,4,34,13,2,8
2880,18,11,8,2,55,32,9,8
281,2,8,5,1,9,27,1,2
1270,1,5,4,0,8,18,2,9
8391,22,13,30,6,51,40,10,6
2591,6,3,1,4,16,26,1,7
4995,18,9,15,2,49,40,8,6
1760,9,7,4,5,23,16,3,3
2,0,4,2,3,1,1,1,4
0,0,5,5,1,4,1,3,4
26,2,6,6,0,4,10,2,3
10712,26,13,10,7,66,57,11,7
6219,18,13,21,0,41,37,13,3
7,1,6,3,1,7,4,1,8
515,0,6,7,2,8,33,2,8
6086,17,9,9,0,49,44,11,1
360,6,9,15,7,23,38,2,5
59,1,4,3,0,7,4,2,6
4199,10,6,1,4,30,25,2,6
7398,21,11,11,3,54,45,10,9
2247,11,9,4,0,38,20,5,6
4865,13,12,9,0,32,32,12,7
287,4,7,8,2,12,14,7,5
4008,17,8,8,5,41,25,11,2
3952,11,7,5,6,36,28,9,7
373,6,8,3,4,13,16,1,4
2112,5,6,5,1,18,10,3,5
1905,16,6,6,6,49,15,9,6
410,2,8,6,3,8,11,1,7
2038,10,6,9,1,21,21,2,6
2102,6,6,10,4,22,12,8,4
4715,11,9,7,8,30,30,4,6
0,0,2,1,4,1,0,1,1
845,7,11,14,6,30,24,9,8
12685,26,10,22,3,66,60,6,9
3701,4,5,12,0,11,33,1,3
4685,14,8,12,1,44,19,21,7
8890,20,10,17,6,52,31,29,6
808,3,5,7,0,11,12,14,6
1,0,6,3,8,2,0,2,8
